27767596;Gorriones;5
27767598;Las Gaviotas;13
27767600;Andromeda;3
27877408;Morales Duarez;2
27877433;Morales Duarez;1
27877436;Av. Nuevo Aeropuerto;7
27877437;Av. Nuevo Aeropuerto;7
27877445;Enrique Meiggs;10
27877486;Huaylas;4
27877489;Perseo;3
27877491;Los Gorriones;3
27877498;LAS GAVIOTAS;1
27898312;Av. Argentina;6
27898313;Av. Argentina;4
27898318;Jose Carlos Mariategui;4
27898319;Iquitos;4
27898320;28 de Julio;4
27898321;Callo;8
27898323;Lima;4
27898324;Los Milagros;6
27898327;Los Proceres;5
27898329;Yahurina;2
27898346;Avenida Argentina;33
27898380;Guillermo Dansey;1
27898387;Jose Carlos Mariategui;3
27898389;Iquitos;4
27898391;Calle Andahuaylas;3
27925322;Avenida Nestor Gambetta;15
27925381;Avenida Nestor Gambetta;25
27925388;Av. Mora;18
27925389;Av. Mora;17
27925398;Av. Argentina;3
27925399;Av. Argentina;4
27925400;Paseo Garibaldi;6
27925409;Buenos Aires;7
27925411;Buenos Aires;22
27925427;Alberto Secada;6
27925428;Loreto;21
27925431;Apurimac;10
27925433;Paz Soldan;9
27925444;Medina;4
27925446;Saenz Peña;4
27925448;Moore;4
27925450;Larco;4
27925453;Garcia y Garcia;4
27925457;Palacios;3
27925460;Ferre;3
27925462;Elias Aguirre;3
27925468;Valle;3
27925469;Jorge Chavez;8
27925470;Manco Capac;10
27925478;Manco Capac;6
27925479;Roca;5
27925480;Ucayali;7
27925481;Chanchamayo;6
27925485;Titicaca;5
27925486;Gamarrita;1
27925492;Estados Unidos;5
27925493;Estados Unidos;4
27925495;Fanning;2
27925501;Ancash;13
27925502;Pedro Ruiz;9
27925503;Washington;9
27925509;Marco Polo;7
27945258;Republica de Panama;11
27945261;Republica de Panama;11
27945264;Supe;12
27945267;Federico Fernandini;3
27945269;Chachapoyas;6
27945277;Garcia Calderon;9
27945280;Parque Castilla;4
27945286;Atahualpa;6
27945301;Daniel Nieto;4
27945311;Guadalupe;14
27945312;Segunda;10
27945317;Alfredo Palacios;10
27945318;Alfredo Palacios;10
27945319;Luis Perez Salmon;16
28061399;Plaza Guardia Chalaca;8
28061447;Plaza Jorge Chavez;8
28061458;Avenida 28 de Julio;6
28061538;PASEO PRESIDENTE BILLINGHURST;10
28061543;Malecon Miguel;4
28166599;Arica;11
28166626;Comandante Ladislao Espinar;11
28166683;Colina;7
28166709;Galvez;6
28185144;Jose Galvez;21
28185148;Colina;2
28185152;Colina;4
28185157;Avenida Juan Pablo II;5
28185170;Francisco Forcelledo;6
28185186;Av. La Libertad;43
28185191;Alfonso Ugarte;16
28185201;Francisco Bolognesi;17
28185204;Carlos de los Heros;8
28185208;Los Topacios;6
28185211;Perez Salmon;3
28185248;Avenida 2;9
28185271;Haya de la Torre;1
28185277;Victor Raul Haya de la Torre;19
28185387;Pedro De Osma;6
28185390;Alejandro Iglesias;16
28185408;Fernando Teran;14
28185415;FERNANDO TERAN;4
28185420;Emilio Sandoval;9
28185449;El Sol;11
28185452;EL SOL;4
28185503;Guardia Civil;5
28185509;Guardia Civil;7
28185515;Los Faisanes;12
28185550;Andromeda;2
28185554;Los Pumas;11
28185556;Guardia Peruana;6
28224174;Avenida Brasil;49
28290634;Avenida 1;9
28316933;Avenida Zorritos;16
28316936;Cornelio Borda;2
28316968;Coronel Miguel Baquero;4
28316972;Ascope;8
28316976;Cornelio Borda;1
28316983;Huarochiri;5
28316999;Moquegua;5
28317001;Moquegua;2
28317005;Moquegua;2
28317014;Andromeda;9
28317019;Los Labradores;4
28317021;Los Poetas;6
28317022;Las Capironas;6
28317038;Los Zungaros;7
28317043;Manuel Raygada;9
28317048;Los Manglares;9
28317060;Los Cipreces;2
28317065;Los Huarangos;2
28317084;Los Tumbos;4
28317099;Los Venados;4
28317146;"CESAR CANEVARO;RAMON VARGAS MACHUCA";4
28707078;Av. Circunvalacion;10
28707122;Via de Evitamiento;3
28707150;Javier Prado Este;27
28707195;Mariscal Caceres;3
28707248;Jr. Lampa;8
28707251;Jr. Moquegua;5
28707263;Jr. Carabaya;13
28707264;Ancash;4
28746522;Paseo la Castellana;7
28746524;Paseo la Castellana;7
28746541;Av. Aviación;46
28746572;Los Tallanes;10
28746575;Mariscal Ramon Castilla;12
28746604;Surco;6
28746607;Surco;6
28746625;Marques de Guadalcazar;2
28746662;SAN JUAN;3
28746962;Avenida Benavides;2
28796818;Aviacion;13
28796823;Avenida San Borja Sur;21
28796827;Avenida del Parque Norte;11
28796851;Pablo Carriquirry;11
28796858;Av. Pablo Carriquirry;14
28797170;Galvez Barrenechea;5
28797245;Avenida Guardia Civil;1
28797249;Avenida Guardia Civil;1
28797435;Av. Circunvalacion;5
28797533;Parque Union Panamericana;13
28797555;Los Diamantes;14
28797604;Av. Almirante Miguel Grau;25
28797613;Av. Almirante Miguel Grau;4
28798001;Nicolás de Piérola;5
28798076;Paseo de la Republica;6
28798134;Paseo de la República;44
28798203;Republica de Panama;54
28798226;Escuela Militar;4
28798238;Grau;2
28798245;Grau;2
28798247;Pierola;1
28798267;Republica de Panama;10
28798270;Republica de Panama;4
28798284;Balta;2
28798380;Nicolas Arriola;13
28798397;Nicolas Arriola;10
28798554;Ramiro Priale;6
28811039;Jorge Chavez;16
28811042;Jorge Chavez;17
28811052;San Juan;5
28811075;Doña Delmira;6
28811080;Fernando Faustor;9
28815017;Avenida Brasil;46
28815022;Guzman Blanco;5
28815024;Guzman Blanco;5
28815044;Plaza de la Bandera;11
28815131;Avenida Simon Bolivar;32
28815142;Avenida Simon Bolivar;34
28815150;Avenida Mariano Cornejo;21
28815160;Avenida Mariano Cornejo;15
28815168;Avenida José de San Martín;8
28815173;Avenida Mariano Cornejo;13
28815181;Avenida Mariano Cornejo;9
28815196;Avenida Tingo Maria;4
28815869;Av. Sucre;7
28815877;Gonzales Pavon;5
28815881;Av. Sucre;7
28815951;Avenida Sucre;26
28816099;Avenida Arica;14
28816148;Av. Naciones Unidas;12
28816175;Avenida Zorritos;15
28816187;Av. Naciones Unidas;9
28866277;Santa Rosa;10
28866332;El Sol;5
28866346;Los Diamantes;8
28866352;Mariscal Oscar Raul Benavides;4
28866354;Calle 2B;2
28866356;Pio XII;10
28866358;Pio XII;11
28866369;Grito de Huaura;8
28866373;Punchauca;1
28866387;Parque de las Leyendas;9
28866408;Parque de las Leyendas;5
28866415;Monseñor Jorge Dintilhac;13
28866424;José de la Riva Agüero;24
28866487;"CESAR CANEVARO;GUILLERMO BILLINGHURST";4
28866513;San Juan;10
28866519;San Juan;13
28866531;Harold Crown;2
28866533;Donald Douglas;1
28866537;Los Algarrobos;2
28866538;Samanes;2
28866540;Jacarandá;1
29874531;Av. Santa Rosa;12
30102310;Av. Faucett;1
30103058;Carretera Central;62
30103089;Carretera Central;34
30103220;Via de Evitamiento;6
30103262;Av. Caqueta;3
30103263;Av. Caqueta;1
30103301;Av. Caqueta;1
31274135;Avenida Juan Pablo II;2
31274142;Avenida Juan Pablo II;4
31274161;Avenida Juan Pablo II;6
31274229;Juan Ferrari;1
31274239;Paseo de la Republica;7
32482186;Montevideo;2
32482188;Uruguay;6
32482198;Marañon;3
32482206;Ica;1
32482207;Puno;12
32482211;Cochrane;11
32775468;Batallion Tarma;10
32775522;San Juan;17
32847082;Honestidad;5
32847083;La Prosperidad;2
32874210;Moore;7
32874211;Miraflores;4
32944209;Avenida Armendariz;6
32944668;Juan de la Fuente;13
32944688;Tomas Marsano;8
32944702;Tomas Marsano;12
32968954;Los Bardos;1
32968974;Los Pintores;2
32968976;Los Carrizos;2
32968982;Bartola Sanchez Dávila;2
32968986;Karmanduka;2
32968988;MAXIMO ALVARADO;6
32969123;LIMA;6
32969274;Pedro De Osma;7
32969467;Pedro De Osma;7
33231718;Mariano Odicio;9
33232017;Ramires Gaston;4
33232031;Ramires Gaston;4
33232043;Ramires Gaston;1
33232095;Ramires Gaston;1
33232199;Ramires Gaston;2
33232472;Av Ricardo Palma;1
33232480;Av Ricardo Palma;1
33232585;Paseo de la República;4
33232615;Paseo de la Republica;8
33232793;15 de Enero;4
33232882;Jose Gabriel Chariarse;7
33232949;Paseo de la Republica;1
33233041;Casimiro Ulloa;6
33233052;Roca y Bolona;15
33233443;Tomas Marsano;6
33233449;Cap. A Gutierrez;2
33233460;Marco Jara Scheone;3
33235185;Vera Collahanzo;2
33235241;Los Capulies;6
33236626;Los Capulies;1
33236737;Sido Yenuri Chihuala;3
33236876;Garcia;3
33236908;Cmd. Schennone;2
33236954;Escudero;5
33237043;Philips Cuba;3
33237092;Neizer Llacsa Arce;2
33237144;Castillo;1
33237179;Cruz Huarcaya;2
33237346;Javier Heraud;4
33237418;Fresas;3
33237456;Caballero;3
33237511;Rodriguez;2
33237561;Begazo;1
33237640;Gomez;3
33237657;Carlos Garcia Bedoya;1
33237840;Carlos Garcia Bedoya;3
33237868;Leguia;2
33237935;Leguia;1
33238033;Aparicio Gemoz Sanchez;5
33238115;Bruno Moll;1
33238142;Minchan;2
33287727;General Manuel Vivanco;7
33471235;Bondy;3
33471236;Diego Aguero;7
33471420;Costanera;53
33471421;Diego Quispe Tito;1
33528402;Bajada Circuito De Playas;2
33587110;Alameda San Marcos;6
33686179;Calle Grau;9
33750174;Fresas;8
33750230;Av. Thomas Marsano;8
33750248;Moras;5
33750265;Vinas;3
33750328;Arias Roblrs;2
33750387;Arias R;1
33750615;Los Capulies;8
33750637;Victor Maldonado Begazo;6
33750694;Banda y Rivero;2
33750723;Cotrina;2
33750731;Bendezu;1
33750819;Gladiolos;5
33750851;Arias Schreiber;5
33750866;Melonar;1
33750983;Jose Sabogal;8
33751190;Jorge Guillermo Legula;5
33751213;Barreto;1
33751287;Jose A. Lavalle;4
33751295;Salvador Gutierrez;9
33751531;Av. La Merced;1
33751740;Av. La Merced;9
33751836;Piacencia;3
33751861;Ciro Alegria;7
33751887;Qinones;1
33751929;Aljovin;9
33752017;Rosales;9
33752086;Geranios;8
33752093;Freyre;3
33752113;Azucenas;3
33752138;Augusto Angulo;3
33752218;Ignacio La Puente;4
33752245;Cahuide;2
33752257;Salguero;13
33752270;Kenko;1
33752299;Carlos Baca Flor;7
33752303;Carlos Baca Flor;1
33752349;San Tadeo;5
33752381;Jose Sabogal;7
33752401;HENRY REVETT;5
33752442;B de las Casas;7
33752475;Jara y Ureta;6
33752498;Guadelajara;2
33752514;Del Pozo;2
33752524;Merida;4
33752546;Diego Quipe Tito;2
33752561;Virgen de las Mercedes;1
33752708;Fray Francisco de Bejarano;3
33752747;Santa Camela;4
33752759;Arturo Lecca;2
33752778;Miguel Aljovin;2
33752824;Irma Gamero De Planas;7
33752874;Yirogoyen Diez Canseco;4
33752888;Honduras;4
33752904;Magan;1
33752922;28 de Julio;6
33752924;28 de Julio;6
33752952;Nicaragua;1
33752999;Ruben Dario;2
33782408;Cisneros;1
33782588;Gonzales;2
33782799;General Silva;10
33783323;Venecia;3
33783335;Elias Aguirre;8
33783495;Av. Comandante Espinar;10
33783509;Jorge Chavez;2
33783535;Bardelli;7
33783589;Tupac Amaru;1
33783718;José Olaya;1
33783721;Pardo;1
33783780;MIGUEL DE ARCE;1
33783824;Jr. Bolognesi;5
33783832;General Pershing;3
33783846;Teniente Enrique Palacios;8
33784398;Velasco Astete;40
33784456;Velasco Astete;38
33784606;Avenida Caminos del Inca;40
33817340;Domingo Elias;4
33817352;Lizardo Montero;4
33817362;General Borgoño;7
33817380;Elias Aguirre;7
33817387;Junin;4
33817406;Salaverry;4
33817538;Domingo Orue;12
33817596;Carlos Tenaud;4
33817614;Scipion Llona;4
33817650;Sevilla;4
33817669;Rio de Janeiro;2
33818372;Avenida Benavides;1
33818419;Tomas Marsano;1
33818441;Tomas Marsano;1
33820128;Sor Tita;6
33820132;Santa Carmen;2
33820149;San Andres;1
33820163;Sor Mate;5
33820166;4;1
33820170;Pajaten;5
33820196;Vilcamayo;2
33820214;Marcahuasi;1
33820219;Tantamayo;4
33820247;Capitan E. Gutierrez Rondon;2
33820284;Punta Sal;7
33820326;Escorial;3
33820491;Alcala;9
33820506;Paseo Rosales;2
33820512;Hermanos Quintero;1
33820518;Huaroc;6
33820524;Tajuana;1
33820544;Manglares;2
33820561;Pisac;2
33820580;Pucara Huaca Prieta;4
33820651;Lauricocha;4
33820657;Carlos Baca Flor;4
33820664;Santa Dora;1
33820689;Cumbe Mayo;2
33820693;Otuzco;1
34089748;Recoletos;1
34089764;Alcazar;3
34089799;Braganza;1
34089806;Zaragoza;1
34089832;Puerta de Sol;3
34089834;Vicus;13
34089835;Macarena;1
34089836;Vicus;19
34089837;Preciados;1
34089858;Vieja Castilla;6
34089859;Vieja Castilla;1
34089863;Carabanchel;1
34089866;Torremolinos;3
34089869;Rompelanzas;1
34089885;EL Galeón;6
34089897;Atocha;1
34089899;El Mastil;2
34089908;Tomas Marsano;1
34089918;Tutumo;3
34089920;Denegri;2
34089989;Carlos Tenaud;1
34089993;Montoya;1
34089994;Aguirre.;1
34090005;Capitan Fernando Castrat;4
34109953;Alfredo Franco;2
34109957;Victor Mostro;1
34109988;Luis La puerta;5
34109995;Cesar Concha;1
34109999;Cedros;1
34110004;Juan Pezet;2
34110007;Guillermo Peratta;2
34110043;Nicolas de Pierola;3
34110098;David Roca Varea;11
34110125;NICOLAS DE PIEROLA;3
34110280;Carolinos;3
34110301;Mallecon de la Reserva;1
34110351;Malecon Diez Canseco;2
34110402;Malecon Pazos;1
34110850;Ca. Las Mimosas;2
34111152;Magnolias;2
34111161;Martinto;3
34111202;Tacna;5
34111255;Perez Roca;4
34111272;Saenz Peña;1
34111280;Saenz Peña;4
34111283;Saenz Peña;1
34111312;Tacna;1
34111320;Zegara;2
34111340;Junin;6
34111352;Colina;2
34111392;San Martín;4
34111512;Silva;4
34111517;Dasso Fanning;4
34111528;JUAN VENTURA AGUIRRE;4
34111621;Pereyra;5
34111634;Vidaurre;4
34111693;Valle;5
34111707;Enrique Deluchi;4
34111710;Cabada;8
34111740;Elguera;8
34111777;Tumay;2
34111785;Jaen;4
34111857;Tumbes;3
34111861;Condesita;4
34111863;El Sol;1
34111922;Pedro Salazar;3
34111930;Bustamente;1
34111969;Catalino Miranda;7
34111984;28 de julio;2
34111987;El Sol;17
34112004;Pedro Heraud;5
34112011;Palmera;1
34112030;Progresso;5
34112136;Garcia y Garcia;10
34112147;Samame;3
34112311;Camuco;6
34112326;Miguel Grau;3
34112340;Mendoza;9
34112358;CALLE 2;1
34112408;Calle 15;6
34112428;CALLE 4;1
34112432;Calle 17;5
34112444;Calle 3;4
34112450;Camuco;2
34112637;Huascar;7
34112819;San Pedro;17
34112998;Pasaje Praga;1
34113029;Pedro Ruiz;2
34113039;Juan Rivero;2
34113071;Del Parque Sur;12
34113259;Galvez Barrenechea;1
34113297;Avenida Guardia Civil;8
34113342;"Av. Galvez Barrenechea; Avenida Principal";10
34113354;Galvez Barrenechea;1
34113508;Avenida San Borja Sur;18
34113599;Avenida San Borja Sur;1
34113617;Del Parque Sur;1
34113660;Avenida San Borja Norte;16
34113669;Avenida San Borja Norte;3
34113703;Avenida El Derby;2
34113720;Avenida El Derby;2
34113725;Buena Vista;1
34113726;Buena Vista;1
34113728;Buena Vista;4
34113731;Buena Vista;3
34113743;Bielovucic Cavalier;6
34113748;Bielovucic Cavalier;5
34187977;Esmerlada;4
34187993;Esmeralda;2
34188004;Avenida de la Floresta;2
34188007;Avenida de la Floresta;4
34188011;Avenida de la Floresta;1
34188135;Intihuatana;12
34188149;Manuel Villaran;20
34188150;Manuel Villaran;22
34188297;Pedro Venturo;11
34188300;Pedro Venturo;13
34188321;Higuereta;10
34188323;Higuereta;10
34188355;Angamos Oeste;20
34188372;Angamos Oeste;15
34188373;Caminos del Inca;2
34188374;Caminos del Inca;2
34188387;San Luis;22
34188401;San Luis;20
34188452;Puente Jose Quiñones;1
34188453;Puente Jose Quiñones;1
34188461;Avenida Principal;3
34188463;Avenida Principal;5
34188561;Avenida Principal;1
34188598;Javier Prado Este;1
34188608;Javier Prado Este;1
34188625;Avenida Guardia Civil;1
34188627;Avenida Guardia Civil;1
34188631;Avenida Guardia Civil;7
34188633;Avenida Guardia Civil;9
34188651;Avenida del Aire;22
34188686;Lima Polo;2
34188687;Avenida El Derby;5
34188689;Lima Polo Hunt;2
34188690;Avenida El Derby;8
34188716;Avenida El Polo;9
34188719;Av. El Golf de los Incas;11
34188756;Av. Raúl Ferrero;7
34334532;Avenida Encalada;5
34334593;Avenida Encalada;17
34334621;Angamos Oeste;40
34334622;Angamos oeste;2
34334628;Angamos oeste;3
34334653;Central;14
34334772;Central;9
34334779;Angamos oeste;13
34334780;Los Alamos;1
34334787;Los Alamos;9
34334788;Los Alamos;1
34334993;Avenida Manuel Olguin;5
34335020;Avenida Las Palmeras;8
34335095;Avenida Las Palmeras;10
34401708;Loreto;4
34401709;Alfonso Ugarte;2
34401717;Libertad;4
34401721;Cusco;3
34401731;Tumbes;6
34401733;Callao;5
34401736;Arequipa;2
34401792;Apurimac;2
34401796;Cajamarca;2
34401799;Huaraz;2
34401809;Ica;13
34401810;Junin;5
34401811;Huancayo;7
34401812;Tacna;4
34401813;Ayacucho;6
34401814;2 de Mayo;7
34577153;Olmos;1
34577155;Jose Maria Arguedas;2
34577159;Ancash;2
34577161;Ollantay;2
34577180;Madre de Dios;2
34577182;Moyobamba;1
34577186;Tarapoto;2
34577187;Talara;1
34577189;TALARA;1
34577249;Moquegua;3
34577342;Piura;5
34577365;19 de Enero;1
34861547;Avenida Canada;45
34861550;Palermo;4
34861551;Palermo;4
34861555;Los Zafiros;1
34861561;Los Rubies;3
34861778;Chulucanas;9
34861781;Mariscal Ramón Castilla;13
34861782;Sullana;2
34861784;Catacaos;4
34861785;Nazca;2
34861828;Tarma;2
34861846;Moquegua;1
34862349;La Plata;4
34862491;Ayabaca;3
34862536;Miramar;1
34862622;Jaspampa;7
34862839;Luis Prado;2
34862869;Ciro Alegria;3
34862960;Ricardo Palma;1
34863040;Jose Maria Eguren;5
34863159;Calle 5;5
34863199;Luis Pardo;2
34906339;Brasil;11
34906375;Alfonso Ugarte;5
34906402;Arica;7
34906732;Cmdte Ladislao Espinar;3
34906787;Manuel Estacio;3
34906831;Virginia Candamo de la Fuente;5
34907078;Los Eucaliptos;9
34907335;Los Amancaes;13
34997000;-;1
34997001;-;1
34997016;-;1
34997037;-;4
34997044;Tomas Marsano;2
34997047;Tomas Marsano;1
34997048;Tomas Marsano;1
34997049;LOS HEROES;12
34997078;-;1
34998352;-;2
34998388;-;1
34998401;-;4
34998413;-;1
35068824;Javier Prado Este;2
35068944;Las Castañitas;2
35069059;Javier Prado Este;26
35069061;San Luis;1
35069062;San Luis;21
35069333;Jr. Rufino Torrico;5
35069336;Alfredo Franco;7
35069337;Enrique Leon Garcia;4
35069338;Manuel Vicente Villarán;3
35069362;Galicia;1
35090735;Avenida La Fontana;2
35090736;Avenida La Fontana;4
35090737;Avenida La Fontana;6
35090738;Avenida La Fontana;9
35090742;Avenida La Fontana;14
35090743;Avenida La Universidad;4
35090744;Avenida La Universidad;3
35090747;Av. La Universidad;18
35090749;Ovalo Mariscal Caceres;6
35090750;Flora Tristan;2
35090789;Av. Raúl Ferrero;18
35101887;Paseo de la República;8
35101892;Los Jaspes;3
35102258;Alberto Barton;12
35102260;Jose Bazzochi;3
35102262;Max Gonzales Olaechea;3
35102263;Ricardo Flores;3
35102265;Julian Arce;4
35102266;Francisco Almenara;4
35102267;Julio Faldini;1
35102268;Oswaldo Hercelles;3
35106615;Esteban Campodinico;9
35106619;Miguel Checa;6
35106620;Pascual Saco Oliveros;9
35106624;Manuel Arrisueño;5
35106625;Antonion de Zela;2
35106629;Manuel Vildoso;4
35106630;Pedro Bertonelli;2
35116252;Parque Coronel Luna y Peralta;1
35116254;Juan Voto Bernales;8
35116257;Jose de Rivadeneyra;5
35116260;Raimundo Carcamo;4
35116262;José Choquehuanca;3
35116266;Astete;1
35116267;General Ayala;1
35116338;Nicolas Arriola;3
35116339;Jose de Rivadeneyra;4
35116341;Luis Espejo;10
35116342;Patricio Ariarte;3
35116345;Manzanares;1
35116347;Nicolas Arriola;6
35116348;Solidaridad;1
35116349;Solidaridad;1
35116488;Prolongacion Parinacochas;22
35116489;Prolongacion Parinacochas;20
35116490;Coronel Casimiro Negro;4
35116492;Jose M. Cortez;3
35116493;Nicolas de la Barra;3
35116494;Santiago Cardenas;2
35116495;José Sonnoni;5
35116496;Bateria Maipu;6
35116498;Federico Barreto;4
35116499;Torre la Merced;4
35116500;Bateria Maipu;4
35116501;Bateria Independencia;4
35116504;Juan Bujanda;3
35116505;Juan Carlos Vizcardo y Guzmán;4
35139450;Carlos Lopez Aldana;5
35139459;Lamas;6
35139461;Moyobamba;11
35139462;Miguel Frias;1
35139463;Calle 2;1
35139464;Calle 1;2
35139465;Juan Cardenas;3
35139466;Rioja;1
35139467;Rioja;2
35139471;JuanJui;3
35139472;Carlos Gutierrez;4
35139891;Federico Barreto;4
35139892;Jose Maria Corbacho;1
35139893;Manuel Toribio Ureta;1
35139894;Miguel Dasso;2
35139895;Juan Castro;3
35139896;Manuel Toribio Ureta;1
35139897;Prolongación Lucanas;2
35139901;Miguel Dasso;3
35139903;Las Americas;5
35139904;Las Americas;5
35139913;Juan Castro;4
35139917;Benito Parto Figueroa;2
35139918;Mariano Aragonés;4
35139919;Julio Villegas;1
35139921;Prol. Lucanas;2
35139923;Ignacio Cossio;2
35139925;Ingnacio Cossio;1
35140114;Ignacio Cossio;4
35140126;Prolongación Huánuco;5
35140127;Jorge Cuba;2
35140129;Rodolfo del Campo;3
35140130;Antonio Bazo;4
35140133;Huaylas;1
35140135;Jaime Garza;1
35140136;Ingnacio Cossio;8
35140139;Calle 1;1
35170425;Euler;7
35170427;Monge;2
35170428;Fleming;5
35170429;Dalton;4
35170433;Isaac Albeniz;3
35170434;Marchand;5
35170438;Francesco Redi;6
35170440;torriceli;3
35170443;James joule;3
35170444;Gozzoli Norte;9
35170445;Eduardo Ordoñez;3
35170632;Copernico;2
35172844;Philipp Von Leonard;5
35172847;Barajas;8
35172850;Ca. Mercator;10
35173301;Marchand;11
35173500;Tasso;9
35173527;Españoleto;3
35173531;Rodin;1
35173532;Pirandello;9
35173534;Duccio;1
35173538;Pisano;2
35173543;Perugino;7
35186063;18 DE ENERO;4
35186064;La Victoria;3
35186065;Juan Jimenes Valdez;4
35186066;20 de Agosto;5
35186067;Jesus Alberto Paez;7
35186068;1 de Mayo;3
35186069;Ancash;3
35186074;1 de Mayo;4
35186075;20 de Octubre;4
35186077;Morales Duarez;23
35186079;Jorge Chavez;6
35186081;Arequipa;8
35186082;Arequipa;7
35186083;Piura;2
35186095;Huanuco;2
35186097;San Matin;5
35186098;Huanuco;3
35186103;Azangaro;1
35186104;Mariscal Ramon Castilla;6
35186106;Calle C;9
35338993;Pamplona;1
35338994;Conde De La Vega;4
35338995;Monte Mayor;2
35338996;Monte Real;11
35338997;Cadiz;7
35338998;Julio Verne;1
35338999;Obregon;5
35339000;Mariel;4
35339003;Marcona;7
35339004;Oscar Chocano;7
35339006;Escorza Manuel;5
35339007;Galeano;8
35339008;Monte Umbroso;13
35339009;Monte Flor;6
35339010;Monte Blanco;4
35339012;Cruz Del Sur;4
35339014;Salazar Bondy;2
35339015;Calle B;3
